fname,summary
test_346,"#Person1#은 Nathan이 시카고에서의 실습에 대해 걱정하지만, Nathan은 큰 신문사에서 일하는 것을 두려워하지 않습니다. Nathan은 호기심 많고 사교적이라 다른 사람들로부터 배울 수 있다고 생각합니다. Nathan은 #Person1#에게 현장 교육을 받게 될 것이라고 말합니다."
test_347,#Person2#는 3일 동안 토요타 카롤라를 빌리고 싶어 합니다. #Person1#은 #Person2#에게 신분증을 제시하고 신청서에 서명해 달라고 요청합니다.
test_348,"#Person1#은 다음 주에 뉴욕에 가서 비즈니스 계약을 체결할 예정입니다. #Person2#는 #Person1#에게 유엔 본부, 브로드웨이, 콜럼비아 대학교와 뉴욕 대학교를 방문할 것을 추천합니다."
test_349,#Person1#은 #Person2#에게 필름을 현상해 달라고 요청합니다.
test_350,#Person1#의 비행기가 폭우로 인해 지연되었습니다. #Person2#는 #Person1#에게 최신 항공편 방송을 주의 깊게 들으라고 조언합니다.
test_351,"#Person1#이 #Person2#에게 북경대학의 위치와 가는 길을 묻지만, #Person2#는 경찰관에게 물어보라고 합니다."
test_352,"#Person2#는 #Person1#에게 오늘의 뉴스, 날씨, 은행 강도 사건, 스포츠 경기 결과에 대해 이야기합니다."
test_353,"#Person1#은 컴퓨터 게임이 폭력적이라 싫어하지만, #Person2#는 괜찮은 게임도 많다고 생각한다."
test_354,"#Person1#은 저녁 후 맥주를 마시자고 제안하지만, #Person2#는 그것이 건강에 좋지 않다고 생각합니다. 결국 그들은 Mary와 Sally와 함께 탁구를 치고 춤추러 가기로 결정합니다."
test_355,"#Person1#과 #Person2#는 식당에서 새우찜, 닭발, 하우스 레드를 주문합니다."
test_356,#Person2#는 #Person1#에게 자신의 가이드 경험을 설명합니다.
test_357,#Person1#은 Jack의 예약을 확인하고 양식을 작성해 달라고 요청합니다.
test_358,질이 마크에게 전화를 걸어 어젯밤 데이빗의 생일 파티에서 숙취를 겪었다고 말한다. 질은 마크에게 콧수염이 있는 빌의 부인이 딸을 출산했다는 소식을 전한다.
test_359,"#Person1#은 #Person2#에게 오늘 밤, 내일 밤, 그리고 극장에 가자고 했지만, #Person2#는 거절했습니다."
test_360,"#Person2#는 #Person1#에게 Cal Ripken이 홈런을 쳐 경기가 5 대 4로 바뀌었고, 볼티모어가 이기고 있다고 말합니다. #Person1#은 야구가 미국의 국민 스포츠임을 느끼고 있습니다."
test_361,#Person2#는 #Person1#의 도움에 감사의 인사를 전합니다.
test_362,"#Person2#는 #Person1#에게 자신의 나라가 유럽에 석탄과 구리를 수출하고, 베네수엘라에서 석유를 수입하며, 인접 국가들로부터 철과 알루미늄을 수입한다고 설명합니다. 또한, 귀석 매장량이 발견되었고 정부는 천연자원을 활용한 자금 확보에 적극적이라고 언급합니다."
test_363,"#Person1#은 추상 미술 전시회를 좋아하고, #Person2#는 조각, 특히 고대 로마와 그리스 작품을 좋아한다. #Person1#은 내일 국립 미술관에서 열리는 그리스와 로마 조각 전시회에 갈 계획이며, #Person2#도 함께 가기로 했다."
test_364,#Person2#는 #Person1#의 도움으로 책을 반납하고 비디오를 대출합니다.
test_365,#Person1#은 #Person2#에게 볼링 게임의 기본 규칙을 설명합니다.
test_366,#Person2#는 #Person1#에게서 받은 전단지를 보고 새로운 서비스에 대해 문의합니다. #Person1#은 #Person2#에게 주식 투자자에게 맞춤형 상담 서비스를 제공한다고 설명합니다.
test_367,"#Person1#은 30분 후에 체크아웃해야 합니다. #Person2#는 #Person1#에게 짐을 보관할 공간이 있지만, VISA 카드로 보증금을 결제해야 한다고 설명합니다."
test_368,#Person1#은 #Person2#에게 뷔페 요금과 음식을 가져가는 방법을 안내합니다.
test_369,"#Person1#은 #Person2#에게 해외 유학을 위한 개인 대출을 소개하며, 대출 자격 요건을 설명합니다. #Person2#는 부모님과 상의 후 다시 연락하기로 합니다."
test_370,#Person2#가 #Person1#에게 영어 노래가 있는 책을 안내합니다.
test_371,#Person2#는 #Person1#에게 자신의 글쓰기 경력과 신문사에 지원한 이유를 설명합니다.
test_372,#Person1#과 #Person2#는 잭의 인터뷰 결과를 확인하기 위해 회사에 이메일을 보내기로 결정합니다.
test_373,#Person1#은 #Person2#의 집을 둘러보며 마당의 넓이와 나무 가지에 걸린 옥수수 귀에 대해 이야기합니다. #Person2#는 나무에 옥수수 귀를 걸어두는 이유를 설명합니다.
test_374,"#Person2#는 #Person1#의 체크아웃을 도와주며, 짐 보관을 위해 신용카드가 필요하다고 안내합니다."
test_375,"보고 싶지 않아. 

#Person1#은 브랜든이 새로운 웹사이트에 가입하는 것을 도와주려 했지만, 웹사이트가 무료임에도 불구하고 은행 및 신용카드 정보가 필요하다는 점에 의심을 가지게 된다. #Person1#은 브랜든이 사기에 넘어가는 것을 막기 위해 컴퓨터를 끄려고 한다."
test_376,#Person1#과 #Person2#는 교장 선생님이 새 실험실 건물을 지으려는 계획에 대해 논의하고 있습니다. 그들은 교장 선생님이 지역 정부로부터 도움을 요청할 것이라고 생각합니다.
test_377,#Person1#은 신용카드를 사용하여 소고기를 구매한 경험을 #Person2#에게 이야기합니다. #Person2#는 신용카드 사용 시 주의해야 할 점을 상기시킵니다.
test_378,"#Person1#은 Mr. Smith에게 두 마을 중 하나를 선택할 것을 요청합니다. Mr. Smith는 산간 지역의 마을을 방문하고 싶어 하며, #Person1#은 내일 아침 일찍 일어나야 한다고 말합니다."
test_379,"Vet은 #Person1#에게 스트레스와 우울함을 풀기 위해 오이를 먹고 쉬는 것을 추천합니다. 그녀는 아이를 키우면서 가장 좋았던 점으로 아이를 바라보는 것을 꼽습니다. 미래 계획으로는 변호사가 되고 유타를 떠나고 싶어하며, 작게 시작해 고등학교 졸업을 기대하고 있습니다. 그녀의 가장 좋아하는 명언은 어둠 속에서 일어난 일은 결국 빛 속에서 드러난다는 것입니다."
test_380,#Person2#는 열 살 때부터 우표 수집에 관심을 가지고 있다. #Person2#는 #Person1#에게 최초로 발행된 두 개의 우표 사진을 보여준다.
test_381,"Tom은 #Person1#에게 자신의 회사를 시작하게 된 계기와 현재 회사의 자금 조달 방법에 대해 이야기합니다. 또한, Tom은 자신의 생활에서 녹색 요소와 낭비적인 행동에 대해 설명합니다."
test_382,#Person1#과 #Person2#는 네즈든의 보행자 지하도에서 발견된 40대 남성의 사망 사건에 대해 논의하고 있습니다. #Person2#는 #Person1#에게 남성의 이동 경로에 대해 설명합니다.
test_383,"Sherry는 Bob에게 퀘벡 주를 방문할 계획이며, 몬트리올에서 친구 결혼식에 참석할 예정이라고 말한다. Bob은 몬트리올이 주의 수도가 아니라 퀘벡 시티가 수도라고 설명한다. 그는 Sherry에게 프랑스어를 연습하고 몬트리올의 아름다움을 즐기라고 조언한다."
test_384,"톰은 제인에게 학생 센터에 수영하러 가자고 제안하지만, 제인은 금요일까지 리포트를 제출해야 해서 시간이 없다. 톰은 그릴에서 저녁을 먹고 나서 함께 가자고 제안하고, 제인은 이에 동의한다."
test_385,#Person2#는 #Person1#에게 약 복용 방법을 상기시킵니다.
test_386,#Person1#은 Fred에게 200위안을 빌려 새 컴퓨터를 구매하고 대출금을 갚으려 한다. Fred는 동의하며 천천히 갚으라고 한다.
test_387,"#Person1#은 글씨를 더 잘 쓰고 싶지만, 몇 주 동안 연습해도 변화가 없다고 느낍니다. #Person2#는 #Person1#에게 끈기를 가지라고 격려합니다."
test_388,#Person1#은 #Person2#가 속눈썹을 올리는 것을 두려워하고 있다.
test_389,"#Person2#는 주말에 운전 강좌에 참여하고 싶어합니다. #Person1#은 #Person2#에게 주말 코스의 강사, 시간표, 훈련 차량에 대해 설명합니다."
test_390,"티나는 #Person1#에게 8년 동안 피아노를 배우고 있으며, 매주 토요일에 영국에서 온 선생님에게 수업을 받고 있다고 말한다. #Person1#은 티나에게 선생님을 소개해 달라고 부탁한다."
test_391,"#Person1#은 #Person2#에게 강점, 약점, 5년 후 계획에 대해 질문합니다. #Person2#는 혼자서도 팀에서도 잘 일할 수 있으며, 배우면서 일에 대해 더 깊이 이해하고 싶다고 말합니다. #Person1#은 #Person2#가 바로 찾고 있는 사람이라고 생각합니다."
test_392,"Stephanie는 심한 두통으로 인해 몸이 좋지 않지만, 내일 마감인 보고서를 작성해야 합니다. George는 Miss Jenkins에게 제출 기한을 연장해 달라고 요청할 것을 제안합니다."
test_393,"#Person1#은 #Person2#에게 호수에서 스케이트를 타자고 제안하지만, #Person2#는 도시로 돌아가고 싶어 한다."
test_394,"Bob은 지난 주말에 댄스 파티에 갔고, #Person1#은 토요일 아침에는 TV를 보고 오후에는 쇼핑을 갔으며, 일요일에는 테니스를 쳤다."
test_395,"#Person1#은 #Person2#에게 50달러를 빌려달라고 요청합니다. #Person1#은 직업을 구하고 있으며, #Person2#는 #Person1#에게 돈을 빌려줍니다."
test_396,#Person1#은 #Person2#에게 식당에서 재킷과 넥타이를 착용해 달라고 요청합니다. #Person2#는 회의를 9시 30분으로 연기합니다.
test_397,#Person2#는 #Person1#에게 아이들이 휴양 캠프에서 겪은 경험과 했던 활동들에 대해 이야기합니다.
test_398,#Person2#는 직장을 그만두고 컴퓨터 프로그래밍 사업을 시작하기 위해 대학 입학 요건에 대해 #Person1#에게 묻습니다.
test_399,아침 문학 수업의 칼리나가 차로 나무를 들이받아 며칠 학교를 빠져야 한다고 클락 교수에게 알립니다.
test_400,#Person2#는 세입자 권리 옹호 센터에 전화를 걸어 집주인과의 문제를 상담합니다. 집주인은 수리 비용을 지불하지 않겠다고 하여 #Person2#는 공평하지 않다고 생각합니다.
test_401,#Person1#은 #Person2#에게 도쿄에서 온 수출 L/C를 전달하고 서명을 요청합니다.
test_402,Myrdal은 지갑을 잃어버려 Charlie와 핫도그 가판대로 다시 가기로 했다.
test_403,#Person1#과 #Person2#는 설거지를 번갈아 가며 하기로 했습니다.
test_404,"#Person1#은 #Person2#에게 사랑을 고백하고, #Person2#는 #Person1#을 사랑한다고 답합니다."
test_405,#Person1#과 #Person2#는 실업이 사회 문제를 일으킨다고 생각합니다.
test_406,#Person1#은 다음 주 토요일에 있을 가면무도회 파티를 위해 #Person2#에게 의상 쇼핑을 함께 가자고 제안합니다. #Person2#는 동의합니다.
test_407,"#Person1#과 #Person2#는 베이징의 나이트클럽에 가서 춤을 춘다. #Person1#은 디스코 댄스를 가장 좋아하며, #Person2#는 왈츠를 제안하지만 #Person1#은 거절한다."
test_408,"#Person1#은 #Person2#에게 자신의 농장을 갖고 싶다고 말합니다. #Person2#는 농장 운영이 쉽지 않다고 생각하지만, #Person1#은 도전하고 싶어합니다."
test_409,"#Person1#은 하이네켄 한 파인트와 버드 반 파인트, 그리고 나초와 모짜렐라 스틱을 주문합니다. #Person2#는 총 80달러를 청구합니다."
test_410,Mary는 #Person1#에게 Ann과의 싸움에 대해 이야기한다. Mary는 Ann이 남자친구의 말을 무조건 따르는 것에 화가 나서 감정적으로 대응했다고 인정한다. #Person1#은 Mary에게 사소한 일로 우정을 방해하지 말라고 조언한다.
test_411,"#Person2#는 #Person1#에게 가게에서 담배와 기념품을 구입할 수 있으며, 화장실은 복도 끝에 있다고 안내합니다."
test_412,"Tom과 Catherine은 영화 'Fast Food Nation'과 미국의 패스트푸드 문화에 대해 이야기한다. Catherine은 미국이 '패스트푸드 네이션'이라는 이름에 걸맞다고 생각하며, 패스트푸드는 편리함을 추구하는 생활 방식을 반영한다고 말한다. Tom은 패스트푸드점에서도 건강한 메뉴 옵션이 제공된다고 언급하지만,"
test_413,#Person2#가 버스에 탑승하려고 합니다. #Person1#은 #Person2#에게 요금을 지불하고 버스 뒤쪽으로 이동할 것을 요청합니다. #Person2#는 버스가 워싱턴 스퀘어 공원으로 가는지 궁금해합니다.
test_414,"#Person2#는 9-11 테러 공격 당시 베이징에 있었고, #Person1#는 뉴욕 시에 있는 부모님 댁에 있었습니다. #Person1#는 삼촌 회사가 쌍둥이 빌딩 중 하나에 있었고, 삼촌은 살아남지 못했습니다."
test_415,Karl은 시카고 출신으로 더 조용하고 넓은 공간을 원해 미네소타로 이사했습니다. 그는 이제 Chuck Jones의 이웃이 되었습니다.
test_416,"#Person2#는 #Person1#의 도움으로 삶은 달걀, 진하게 구운 토스트, 오렌지 주스를 주문합니다."
test_417,"#Person1#은 먼저 자러 가고, #Person2#는 오늘 밤 가계부를 끝내기로 했습니다."
test_418,#Person1#은 다음 주 월요일 오후 3시에 Jane과 만나 아이디어를 논의하기로 했습니다.
test_419,#Person2#는 #Person1#의 도움으로 여자친구에게 줄 5주년 기념일 선물을 고르는 데 도움을 받습니다. #Person2#는 프로포즈를 결심하고 약혼반지를 고르기로 합니다.
test_420,"#Person1#은 오래된 Ford Pinto를 교체하기 위해 새 차를 찾고 있습니다. #Person2#는 #Person1#에게 Ford Focus를 추천하며, 연비, 엔진, 가격에 대해 설명합니다. #Person1#은 시승을 원합니다."
test_421,"애플 주식회사의 #Person1#이 Ballam 씨에게 컴퓨터 엔지니어 직책을 제안합니다. Ballam 씨는 초봉이 낮다고 생각하여 월 4,000 위안을 요구하고, #Person1#은 이를 수락합니다."
test_422,#Person1#은 #Person2#에게 계약을 통해 자금 통합 이체와 내부 감독 및 관리의 용이성을 제공할 수 있다고 설명합니다. #Person2#는 이를 긍정적으로 평가합니다.
test_423,#Person1#은 저녁을 먹고도 여전히 배고프다고 말합니다. #Person2#는 #Person1#에게 땅콩버터와 잼 샌드위치를 만들어 먹으라고 제안합니다.
test_424,#Person2#는 #Person1#의 백혈구 수치를 확인하기 위해 혈액 채취를 진행합니다.
test_425,Steven은 전기가 나가자 Sellers 씨에게 도움을 요청합니다. Sellers 씨는 Steven에게 차단함을 확인하고 나간 퓨즈를 교체하라고 안내합니다.
test_426,Paula는 집주인 Ms. Connors가 월세를 전액 내지 않았다고 하여 집을 쫓아내겠다고 협박한다고 #Person2#에게 말한다. #Person2#는 집주인과의 대화에 함께 가기로 한다.
test_427,"#Person1#과 #Person2#는 Dan에게 에어컨, 화장실 변기, 전기 배선, 밖에 있는 배수구를 수리하도록 요청합니다."
test_428,"#Person1#과 #Person2#는 모두 직장을 찾고 있으며, #Person2#는 #Person1#에게 전기공 견습생 프로그램을 확인해보라고 제안합니다."
test_429,#Person2#는 #Person1#에게 사장님과의 업무 관계와 사장님의 강점에 대해 설명합니다.
test_430,Tang 씨는 #Person1#에게 자신의 자격증과 외국어 능력을 보여줍니다.
test_431,"#Person1#은 #Person2#에게 순금 시계를 보여줍니다. #Person2#는 처음에는 가격이 비싸다고 생각하지만, 결국 구매하기로 합니다."
test_432,"Tom은 Sara에게 아들 Ken을 맡아달라고 부탁하고, Sara는 이를 수락합니다."
test_433,Amy는 #Person1#에게 총지배인 비서와 인사부장으로 일한 경험을 이야기합니다.
test_434,"거나 음료를 마셔서 체중이 늘어난다고 한다. 
#Person1#은 Andrew에게 체중 감량을 위해 적당한 양을 먹고, 균형 잡힌 아침 식사를 하며, 밤늦게 먹지 말라고 조언한다."
test_435,"브라운 컬리지의 그렉 손더스가 메리에게 전화하여 그녀의 스포츠 활동에 대해 묻습니다. 메리는 농구와 배구를 했으며, 농구에서 최다 득점 기록을 가지고 있습니다."
test_436,#Person1#은 #Person2#의 택시를 타고 기차역으로 가려고 합니다. #Person1#은 출퇴근 시간이라 천천히 운전해 줄 것을 요청합니다.
test_437,#Person1#은 Brian에게 영어 실력과 미국 방문 경험에 대해 묻습니다.
test_438,"#Person2#는 새로운 건강 보험에 가입하기 위해 건강검진을 받으러 왔습니다. #Person1#은 #Person2#의 호흡 문제를 확인하기 위해 알레르기 검사를 할 예정이며, 피검사를 통해 콜레스테롤, 혈당, 백혈구 수치를 확인할 것입니다."
test_439,"#Person1#은 복권에 당첨되면 전 세계를 여행할 계획이고, #Person2#는 아내와 아이들을 위해 정원이 있는 큰 집을 사고 싶어 한다. #Person1#은 돈이 많으면 더 이상 일하지 않을 것이라고 말하며, #Person2#는 월급 인상을 받고 싶어 한다."
test_440,#Person1#은 결혼할 준비가 되지 않았다고 생각하며 #Person2#에게 도움을 요청합니다. #Person2#는 #Person1#을 진정시키고 결혼을 권유합니다.
test_441,"#Person1#은 #Person2#에게 예전 명함과 동일한 디자인으로 2,000장의 명함을 인쇄해 달라고 요청합니다."
test_442,"#Person1#은 브라이언에게 여행 준비가 완료되었는지 묻고, 브라이언은 공항에서 #Person1#을 데리러 가고, 공장으로 가는 길에 #Person1#과 이야기할 계획이라고 설명한다."
test_443,#Person1#은 Paul을 추수감사절 저녁 식사에 초대합니다. Paul은 핀란드에 가신 부모님 때문에 혼자 보내야 한다고 말합니다. #Person1#은 Paul에게 파이와 와인을 가져오라고 요청합니다.
test_444,존은 수잔에게 이번 주말에 자신의 사촌을 대학 캠퍼스에 데려가고 싶어 도움을 요청합니다. 그들은 금요일 밤에 날씨 예보를 기다리기로 합니다.
test_445,"#Person1#과 #Person2#는 저녁 수업에 대해 논의한다. #Person1#은 인도 요리 수업을 추천하고, #Person2#는 그 수업에 대한 자세한 정보를 얻기 위해 전화를 걸기로 한다."
test_446,"#Person1#과 #Person2#는 저녁 식사를 어디서 할지 논의합니다. 브리짓은 고기를 먹지 않으며, 아서는 생선을 먹지 않습니다. 결국 그들은 내일 저녁에 캐럿츠에 가기로 결정합니다."
test_447,Gene은 #Person1#에게 이번 토요일 아침에 운전면허 시험을 보러 갈 예정이라고 말한다. Gene은 시험에 합격하면 2016년형 혼다 어코드를 구매할 계획이다.
test_448,#Person1#은 #Person2#의 도움으로 펜을 구매합니다.
test_449,#Person2#는 #Person1#에게 그들의 회사가 미국 암 학회를 위한 마라톤을 후원한 기금 모금 행사에 대해 설명합니다.
test_450,#Person2#가 #Person1#에게 피크 트램까지 가는 길을 안내합니다. #Person1#은 길을 적어두기 위해 연필을 요청합니다.
test_451,#Person2#는 #Person1#의 도움으로 백단향 부채를 구매합니다.
test_452,"#Person2#는 #Person1#에게 외부 요인으로 정치적, 경제적, 사회적, 기술적 요인과 내부 요인으로 인적 자원, 팀워크, 혁신 정신, 부서 간의 조정을 언급합니다."
test_453,"#Person2#는 오늘 오후 2시에 준비 회의를 시작하고, #Person1#은 오후 3시에 참석할 예정입니다."
test_454,#Person1#은 #Person2#에게 강을 따라가는 하루 코스를 추천합니다.
test_455,"#Person2#는 #Person1#의 도움으로 바나나 맛의 비프버거, 프렌치프라이, 밀크셰이크를 주문합니다."
test_456,"#Person1#과 #Person2#는 등불 축제를 즐기며, #Person2#는 #Person1#에게 등불에 적힌 수수께끼와 행복한 장면을 묘사한 중국 시에 대해 설명합니다."
test_457,#Person1#은 Tina에게 ABC 회사에서 면접 두 라운드를 통과했다고 알립니다. 그들은 저녁에 축하하기로 합니다.
test_458,팀이 카렌과의 대화를 마치며 작별 인사를 나눈다.
test_459,"#Person1#은 #Person2#에게 리셉셔니스트인 Julie에게 가서 필요한 물건을 구입하고, 복사를 해달라고 요청하라고 말합니다. #Person1#은 이곳에서 일하는 것을 좋아하며, 부서 회의에서는 업무 진행 상황과 추가 업무 할당에 대해 논의합니다."
test_460,#Person1#은 목욕 시설 사용법을 몰라 #Person2#에게 도움을 요청합니다.
test_461,#Person2#는 #Person1#에게 베스트셀러 책과 기차에서 시간을 보내기 좋은 소설을 추천합니다.
test_462,#Person1#은 #Person2#에게 친구에게 읽기 능력을 가르쳐 달라고 요청합니다. #Person2#는 이에 동의합니다.
test_463,"#Person2#는 #Person1#의 티켓 예약을 확인하고, #Person1#은 카드로 결제합니다."
test_464,"#Person2#는 저녁으로 냉동 피자를 먹으려 했지만, #Person1#은 건강한 저녁을 준비하자고 제안합니다. #Person1#은 #Person2#에게 매운 치킨 커리를 준비하는 방법을 가르칩니다."
test_465,#Person2#가 #Person1#에게 IC 전화기와 동전 전화기의 사용법을 설명합니다.
test_467,"#Person1#은 중고 컴퓨터를 구매할 계획이며, #Person2#에게 중고 물건에 대한 의견을 묻는다."
test_468,"Morgan은 #Person1#에게 중국에서는 남은 음식을 집에 가져가는 것이 흔하지 않으며, 주로 폐기물 처리장으로 간다고 설명한다. #Person1#은 남은 음식을 집에 가져가는 것이 더 나을 것 같다고 생각하지만, Morgan은 괜찮다고 한다."
test_469,"해리는 중국의 길거리 시장에서 바가지를 당한 경험을 #Person2#에게 이야기한다. #Person2#는 흥정이 필수적이며, 물건의 진짜 가치를 미리 알아보는 것이 중요하다고 조언한다."
test_470,#Person1#은 #Person2#에게 영어 능력과 언어 배경에 대해 질문합니다.
test_471,#Person2#는 #Person1#의 도움으로 당좌예금과 저축예금을 포함한 새 계좌를 개설합니다. #Person1#은 #Person2#에게 오버드래프트 최대 한도와 벌금에 대해 설명합니다. #Person2#는 약 3주 후에 카드와 핀 번호를 우편으로 받게 됩니다.
test_472,#Person2#는 #Person1#에게 더 많이 구매하면 더 많은 특별 할인 쿠폰을 받을 수 있다고 설명합니다. #Person1#은 9봉지의 설탕을 구매하여 쿠폰 3장을 받을 예정입니다.
test_473,Mrs. Robinson은 Steve에게 Johnny와 함께 부엌 청소를 도와줘서 감사하다고 말합니다.
test_474,"#Person2#는 기차표를 잃어버려 #Person1#에게 도움을 요청합니다. #Person1#은 #Person2#에게 소프트 슬리퍼를 구매하도록 돕습니다. #Person2#의 지갑이 도난당했지만, #Person1#은 4마오를 받지 않습니다."
test_475,"Ann은 #Person1#에게 '웰빙 인 더 에어' 프로그램을 시도해보라고 조언한다. Ann은 이 프로그램을 통해 시차 적응이 잘 되었지만, 돌아오는 길에는 시차 적응이 잘 되지 않았다고 말한다. 그녀는 비행기에서 물과 과일 주스를 많이 마시고, '웰빙 메뉴'의 음식을 먹으며 운동"
test_476,"Mary는 맥도날드에서 부매니저로 일하게 되었고, Tom은 아버지 회사에서 여름 동안 일할 사람들을 찾고 있다."
test_477,해리는 길을 건너다 차에 치일 뻔한 끔찍한 경험을 #Person1#에게 이야기한다.
test_478,Steven Kayne 씨는 '비즈니스 월드' 프로그램에 출연하여 자신만의 자전거 가게를 운영하게 된 이유와 가게 운영 방식에 대해 이야기합니다.
test_479,#Person1#과 #Person2#는 자신들이 중년인지에 대해 논쟁을 벌인다.
test_480,"#Person2#는 식사에 만족하며 #Person1#의 도움으로 애플 크리스프, 초콜릿 무스 케이크, 차 네 잔을 주문합니다."
test_481,"#Person1#과 #Person2#는 침대, 스테레오, 책상을 어떻게 배치할지 동전 던지기로 결정합니다. #Person1#은 #Person2#에게 함께 다니고 싶다고 말하며, #Person2#는 동의합니다."
test_482,Mr. Murray는 #Person2#의 도움으로 도서관 카드를 신청합니다.
test_483,"#Person2#는 보통 9시부터 5시까지 일하지만, 때때로 초과 근무를 해야 한다. #Person2#는 매달 계약 가치에 따라 보너스를 받으며, 점심시간과 커피 브레이크를 가질 수 있다. #Person1#은 칸막이 사무실에서 일하는 것을 좋아하지 않는다."
test_484,"Nick은 세탁을 해본 적이 없어 Alice에게 세탁기와 건조기 사용 방법을 묻습니다. Alice는 놀리고 싶어하지만, Nick은 대만에서는 엄마가 모든 일을 해주어서 세탁을 해본 적이 없다고 설명합니다. Alice는 Nick에게 기계 사용 방법을 가르쳐 주기로 합니다."
test_485,#Person1#과 #Person2#는 바쁜 일상을 보내고 있다.
test_486,#Person1#은 Katie에게 평가서에 대해 이야기합니다. Katie는 일할 준비가 되어 있지만 몇 번 늦게 온 적이 있습니다. #Person1#은 Katie에게 손님이 없을 때 적극적으로 일할 것을 요청합니다.
test_487,#Person1#과 #Person2#는 할아버지의 생신을 기념하기 위해 깜짝 파티를 계획하고 있습니다. 그들은 할아버지의 취향에 맞춰 음식을 준비하고 선물을 준비하기로 했습니다.
test_488,"Gina는 프리랜서 기자로서 인터넷 서비스 공급업체에 대한 기사를 조사하기 위해 참석했으며, Gian Luca는 자신의 친구인 로버트를 Gina에게 소개할 예정입니다."
test_489,#Person2#는 Kathy에게 17년 주기의 새울음 해에 대해 설명합니다. Kathy는 그 소리가 끔찍하다고 느낍니다.
test_490,"#Person1#은 #Person2#가 칠면조 샌드위치, 채소 소고기 수프, 다이어트 콜라를 주문하도록 도와줍니다."
test_491,"#Person1#은 James에게 기차를 놓치지 않도록 서두르라고 상기시킵니다. James는 재킷과 카메라를 기다리고 있으며, #Person1#은 쿠키를 가져가도록 설득합니다."
test_492,"테드는 친정 방문이 불편해서 집에 머물 계획이고, #Person1#은 남편과 함께 중국으로 휴가를 갈 예정이다."
test_493,"#Person1#이 #Person2#에게 오늘 오후에 영화관에 가자고 제안합니다. #Person2#는 동의하며, #Person1#의 어머니도 함께 가기로 합니다."
test_494,#Person2#는 #Person1#에게 도둑을 맞아 가구를 모두 훔쳐갔다고 말합니다.
test_495,Jack은 Charlie를 집으로 초대하여 새로운 비디오 게임을 함께 즐기자고 제안합니다.
test_496,#Person2#는 #Person1#에게 시골 음악에 관심을 갖게 된 계기와 라디오 방송국에서 일하게 된 과정을 설명합니다.
test_497,"Alice는 #Person1#에게 세탁기와 건조기를 사용하는 방법을 설명합니다. #Person1#은 비누를 많이 사용해야 한다고 생각하지만, Alice는 너무 많이 사용하면 먼지가 갇히고 세균이 번식할 수 있다고 경고합니다. #Person1#은 옷을 한 번도 세탁해본 적이 없다고 말합니다."
test_498,"Steve는 임대가 끝나는 집을 찾고 있으며, Matthew는 그의 이웃인 Mrs. Thou의 집을 추천한다."
test_499,"Frank는 승진을 축하하기 위해 Betsy를 파티에 초대합니다. Frank는 아내가 항상 원하던 새 집을 살 수 있게 되었고, Betsy는 파티를 기대하고 있습니다."
